Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"WBP9, Бара"
P9	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P9	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"
FIPNUM	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
FIPNUM	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
FIPNUM	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
FIPNUM	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
FIPNUM	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
FIPNUM	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
FIPNUM	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
FIPNUM	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
FIPNUM	10	30.05.2009	149.0000	+3.21920955e+02	+1.29912351e-01	+4.03390783e-04
FIPNUM	11	30.06.2009	180.0000	+6.13088528e+02	+1.21623812e+00	+1.97986112e-03
FIPNUM	12	29.07.2009	209.0000	+9.42769924e+02	+5.33984967e+00	+5.63210065e-03
FIPNUM	13	29.08.2009	240.0000	+1.19153452e+03	+8.12020830e+01	+6.38011689e-02
FIPNUM	14	28.09.2009	270.0000	+1.54298267e+03	+6.52605020e+01	+4.05787527e-02
FIPNUM	15	27.10.2009	299.0000	+1.85796309e+03	+5.73296381e+01	+2.99325724e-02
FIPNUM	16	27.11.2009	330.0000	+2.16123669e+03	+5.25190712e+01	+2.37239682e-02
FIPNUM	17	26.12.2009	359.0000	+2.46938748e+03	+4.65545389e+01	+1.85038203e-02
FIPNUM	18	26.01.2010	390.0000	+2.80364119e+03	+4.60344539e+01	+1.61542785e-02
FIPNUM	19	25.02.2010	420.0000	+3.11526051e+03	+4.42814440e+01	+1.40151467e-02
FIPNUM	20	26.03.2010	449.0000	+3.42738006e+03	+4.37465464e+01	+1.26029821e-02
FIPNUM	21	26.04.2010	480.0000	+3.74353943e+03	+4.49741360e+01	+1.18711825e-02
FIPNUM	22	25.05.2010	509.0000	+4.04074315e+03	+4.69165611e+01	+1.14776093e-02
FIPNUM	23	24.06.2010	539.0000	+4.00002986e+03	+5.10967830e+01	+1.26129809e-02
FIPNUM	24	25.07.2010	570.0000	+4.00788106e+03	+6.13943018e+01	+1.50872812e-02
FIPNUM	25	30.07.2010	575.0000	+4.28631709e+03	+6.18588925e+01	+1.42264004e-02
FIPNUM	26	09.08.2010	585.0000	+4.28748667e+03	+6.57411099e+01	+1.51016931e-02
FIPNUM	27	23.08.2010	599.0000	+4.26668522e+03	+7.09425479e+01	+1.63551489e-02
FIPNUM	28	23.09.2010	630.0000	+4.27856217e+03	+8.58835715e+01	+1.96780019e-02
FIPNUM	29	23.10.2010	660.0000	+4.22337961e+03	+1.00519251e+02	+2.32473641e-02
FIPNUM	30	21.11.2010	689.0000	+4.16701410e+03	+1.21447336e+02	+2.83195588e-02
FIPNUM	31	22.12.2010	720.0000	+4.13953353e+03	+1.41432757e+02	+3.30375780e-02
FIPNUM	32	20.01.2011	749.0000	+4.11546850e+03	+1.65500345e+02	+3.86595538e-02
FIPNUM	33	20.02.2011	780.0000	+4.09792393e+03	+1.98309896e+02	+4.61590090e-02
FIPNUM	34	22.03.2011	810.0000	+4.05203301e+03	+2.27141831e+02	+5.30807550e-02
FIPNUM	35	20.04.2011	839.0000	+3.99954145e+03	+2.59432537e+02	+6.09143278e-02
FIPNUM	36	21.05.2011	870.0000	+3.98122960e+03	+2.92002620e+02	+6.83329632e-02
FIPNUM	37	20.06.2011	900.0000	+3.95808879e+03	+3.30095416e+02	+7.69779004e-02
FIPNUM	38	20.07.2011	930.0000	+3.91747292e+03	+3.66168914e+02	+8.54807493e-02
FIPNUM	39	20.08.2011	961.0000	+3.86749718e+03	+4.03545895e+02	+9.44841547e-02
FIPNUM	40	19.09.2011	991.0000	+3.86094811e+03	+4.40550581e+02	+1.02417927e-01
FIPNUM	41	20.10.2011	1022.0000	+3.79219049e+03	+4.79327826e+02	+1.12214859e-01
FIPNUM	42	19.11.2011	1052.0000	+3.75920985e+03	+5.09025559e+02	+1.19259017e-01
FIPNUM	43	20.12.2011	1083.0000	+3.72922273e+03	+5.46050653e+02	+1.27722979e-01
FIPNUM	44	19.01.2012	1113.0000	+3.70216254e+03	+5.82180919e+02	+1.35885679e-01
FIPNUM	45	18.02.2012	1143.0000	+3.66269043e+03	+6.08839369e+02	+1.42534267e-01
FIPNUM	46	20.03.2012	1174.0000	+3.59653632e+03	+6.28598498e+02	+1.48775962e-01
FIPNUM	47	19.04.2012	1204.0000	+3.57935816e+03	+6.65429568e+02	+1.56763921e-01
FIPNUM	48	20.05.2012	1235.0000	+3.58075681e+03	+6.89856682e+02	+1.61535733e-01
FIPNUM	49	19.06.2012	1265.0000	+3.54983041e+03	+7.34696583e+02	+1.71476708e-01
FIPNUM	50	20.07.2012	1296.0000	+3.50485197e+03	+7.46405108e+02	+1.75572800e-01
FIPNUM	51	19.08.2012	1326.0000	+3.48815264e+03	+7.67441268e+02	+1.80337054e-01
FIPNUM	52	18.09.2012	1356.0000	+3.46666763e+03	+7.79890481e+02	+1.83652375e-01
FIPNUM	53	19.10.2012	1387.0000	+3.46885998e+03	+8.14287714e+02	+1.90114321e-01
FIPNUM	54	18.11.2012	1417.0000	+3.41015879e+03	+8.40003760e+02	+1.97640384e-01
FIPNUM	55	19.12.2012	1448.0000	+3.41837223e+03	+8.53987897e+02	+1.99886684e-01
FIPNUM	56	18.01.2013	1478.0000	+3.39675888e+03	+8.82745755e+02	+2.06272882e-01
FIPNUM	57	18.02.2013	1509.0000	+3.38661794e+03	+9.31321868e+02	+2.15686626e-01
FIPNUM	58	20.03.2013	1539.0000	+3.33434376e+03	+9.41198175e+02	+2.20135410e-01
FIPNUM	59	20.04.2013	1570.0000	+3.28332016e+03	+9.68076790e+02	+2.27707928e-01
FIPNUM	60	20.05.2013	1600.0000	+3.27410743e+03	+9.95230582e+02	+2.33111218e-01
FIPNUM	61	19.06.2013	1630.0000	+3.24472124e+03	+1.02767970e+03	+2.40539152e-01
FIPNUM	62	20.07.2013	1661.0000	+3.21638034e+03	+1.04613009e+03	+2.45425813e-01
FIPNUM	63	19.08.2013	1691.0000	+3.21309390e+03	+1.07862765e+03	+2.51327500e-01
FIPNUM	64	19.09.2013	1722.0000	+3.16260611e+03	+1.08957821e+03	+2.56239647e-01
FIPNUM	65	19.10.2013	1752.0000	+3.12991665e+03	+1.10625638e+03	+2.61145230e-01
FIPNUM	66	19.11.2013	1783.0000	+3.13020497e+03	+1.15728836e+03	+2.69921904e-01
FIPNUM	67	19.12.2013	1813.0000	+3.10321972e+03	+1.16998373e+03	+2.73795466e-01
FIPNUM	68	19.01.2014	1844.0000	+3.08633978e+03	+1.20722773e+03	+2.81171246e-01
FIPNUM	69	18.02.2014	1874.0000	+3.09744151e+03	+1.23337399e+03	+2.84790240e-01
FIPNUM	70	20.03.2014	1904.0000	+3.06192419e+03	+1.23809616e+03	+2.87927976e-01
FIPNUM	71	20.04.2014	1935.0000	+2.99963483e+03	+1.27184201e+03	+2.97752289e-01
FIPNUM	72	20.05.2014	1965.0000	+3.02030862e+03	+1.28527441e+03	+2.98513442e-01
FIPNUM	73	20.06.2014	1996.0000	+2.97355027e+03	+1.30985099e+03	+3.05796938e-01
FIPNUM	74	20.07.2014	2026.0000	+2.98959746e+03	+1.32853516e+03	+3.07664279e-01
FIPNUM	75	20.08.2014	2057.0000	+2.94171770e+03	+1.35427351e+03	+3.15241219e-01
FIPNUM	76	19.09.2014	2087.0000	+2.94177219e+03	+1.37105464e+03	+3.17901621e-01
FIPNUM	77	19.10.2014	2117.0000	+2.90556063e+03	+1.37911463e+03	+3.21871447e-01
FIPNUM	78	19.11.2014	2148.0000	+2.89377260e+03	+1.39862589e+03	+3.25837848e-01
FIPNUM	79	19.12.2014	2178.0000	+2.86300361e+03	+1.41661087e+03	+3.31013665e-01
FIPNUM	80	19.01.2015	2209.0000	+2.84918303e+03	+1.46938380e+03	+3.40248017e-01
FIPNUM	81	18.02.2015	2239.0000	+2.78248670e+03	+1.48330968e+03	+3.47721632e-01
FIPNUM	82	21.03.2015	2270.0000	+2.78685072e+03	+1.50422061e+03	+3.50546634e-01
FIPNUM	83	20.04.2015	2300.0000	+2.76311606e+03	+1.54165196e+03	+3.58126606e-01
FIPNUM	84	21.05.2015	2331.0000	+2.75762734e+03	+1.54228252e+03	+3.58677872e-01
FIPNUM	85	20.06.2015	2361.0000	+2.72617994e+03	+1.59853607e+03	+3.69627987e-01
FIPNUM	86	20.07.2015	2391.0000	+2.70395821e+03	+1.62789559e+03	+3.75796521e-01
FIPNUM	87	20.08.2015	2422.0000	+2.64977311e+03	+1.66053290e+03	+3.85247102e-01
FIPNUM	88	19.09.2015	2452.0000	+2.62721831e+03	+1.68660305e+03	+3.90976562e-01
FIPNUM	89	20.10.2015	2483.0000	+2.61396649e+03	+1.69937176e+03	+3.93980638e-01
FIPNUM	90	19.11.2015	2513.0000	+2.61034096e+03	+1.73723372e+03	+3.99586862e-01
FIPNUM	91	20.12.2015	2544.0000	+2.55123425e+03	+1.76257165e+03	+4.08588539e-01
FIPNUM	92	19.01.2016	2574.0000	+2.54192294e+03	+1.77638917e+03	+4.11361922e-01
FIPNUM	93	18.02.2016	2604.0000	+2.50671470e+03	+1.80791544e+03	+4.19019795e-01
FIPNUM	94	20.03.2016	2635.0000	+2.50275463e+03	+1.83906813e+03	+4.23570521e-01
FIPNUM	95	19.04.2016	2665.0000	+2.48265005e+03	+1.84839470e+03	+4.26778020e-01
FIPNUM	96	20.05.2016	2696.0000	+2.46528133e+03	+1.88497412e+03	+4.33301939e-01
FIPNUM	97	19.06.2016	2726.0000	+2.40981761e+03	+1.90201910e+03	+4.41115753e-01
FIPNUM	98	20.07.2016	2757.0000	+2.41397620e+03	+1.92011118e+03	+4.43025489e-01
FIPNUM	99	19.08.2016	2787.0000	+2.40743910e+03	+1.95782651e+03	+4.48501119e-01
FIPNUM	100	18.09.2016	2817.0000	+2.38782172e+03	+1.95119145e+03	+4.49685532e-01
FIPNUM	101	19.10.2016	2848.0000	+2.35448203e+03	+1.97259582e+03	+4.55872506e-01
FIPNUM	102	18.11.2016	2878.0000	+2.31757826e+03	+1.96520157e+03	+4.58861218e-01
FIPNUM	103	19.12.2016	2909.0000	+2.33348917e+03	+1.99398680e+03	+4.60773628e-01
FIPNUM	104	18.01.2017	2939.0000	+2.29190573e+03	+2.04072585e+03	+4.71013011e-01
FIPNUM	105	18.02.2017	2970.0000	+2.29881613e+03	+2.05740828e+03	+4.72291619e-01
FIPNUM	106	20.03.2017	3000.0000	+2.27612471e+03	+2.05218046e+03	+4.74130262e-01
FIPNUM	107	20.04.2017	3031.0000	+2.27898436e+03	+2.09611593e+03	+4.79101230e-01
FIPNUM	108	20.05.2017	3061.0000	+2.25186078e+03	+2.07388180e+03	+4.79427927e-01
FIPNUM	109	19.06.2017	3091.0000	+2.23199630e+03	+2.10646025e+03	+4.85532176e-01
FIPNUM	110	20.07.2017	3122.0000	+2.17618476e+03	+1.95922814e+03	+4.73768446e-01
FIPNUM	111	19.08.2017	3152.0000	+2.16368709e+03	+1.96950107e+03	+4.76508931e-01
FIPNUM	112	19.09.2017	3183.0000	+2.16653640e+03	+1.94768754e+03	+4.73403386e-01
FIPNUM	113	19.10.2017	3213.0000	+2.13575190e+03	+1.99109091e+03	+4.82473164e-01
FIPNUM	114	19.11.2017	3244.0000	+2.12514043e+03	+1.99505000e+03	+4.84213056e-01
FIPNUM	115	19.12.2017	3274.0000	+2.12774578e+03	+2.00750138e+03	+4.85461039e-01
FIPNUM	116	19.01.2018	3305.0000	+2.12308820e+03	+1.99963834e+03	+4.85028129e-01
FIPNUM	117	18.02.2018	3335.0000	+2.10841573e+03	+2.01442268e+03	+4.88600929e-01
FIPNUM	118	20.03.2018	3365.0000	+2.06267394e+03	+1.76554952e+03	+4.61192911e-01
FIPNUM	119	20.04.2018	3396.0000	+2.06906489e+03	+1.76430510e+03	+4.60249103e-01
FIPNUM	120	20.05.2018	3426.0000	+2.05673438e+03	+1.77249480e+03	+4.62885535e-01
FIPNUM	121	20.06.2018	3457.0000	+2.03464683e+03	+1.78804660e+03	+4.67745225e-01
FIPNUM	122	20.07.2018	3487.0000	+2.02272042e+03	+1.75028916e+03	+4.63897354e-01
FIPNUM	123	20.08.2018	3518.0000	+2.00607175e+03	+1.77598636e+03	+4.69581987e-01
FIPNUM	124	19.09.2018	3548.0000	+2.00273856e+03	+1.81616615e+03	+4.75572523e-01
FIPNUM	125	19.10.2018	3578.0000	+2.00652960e+03	+1.82888666e+03	+4.76841765e-01
FIPNUM	126	19.11.2018	3609.0000	+1.98114215e+03	+1.83124371e+03	+4.80340599e-01
FIPNUM	127	19.12.2018	3639.0000	+1.99338770e+03	+1.84793216e+03	+4.81066985e-01
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"
Регион 1	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
Регион 1	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
Регион 1	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
Регион 1	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
Регион 1	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
Регион 1	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
Регион 1	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
Регион 1	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
Регион 1	10	30.05.2009	149.0000	+3.21920955e+02	+1.29912351e-01	+4.03390783e-04
Регион 1	11	30.06.2009	180.0000	+5.64135988e+02	+4.98015843e-01	+8.82015321e-04
Регион 1	12	29.07.2009	209.0000	+8.38239804e+02	+6.43721267e-01	+7.67354761e-04
Регион 1	13	29.08.2009	240.0000	+1.06142306e+03	+7.90594085e-01	+7.44289141e-04
