Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
P20	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63299953e+02
P20	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63299953e+02
P20	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63299953e+02
P20	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63299953e+02
P20	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63299953e+02
P20	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63299953e+02
P20	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63299953e+02
P20	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63299953e+02
P20	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63281043e+02
P20	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63145040e+02
P20	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62933178e+02
P20	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62523976e+02
P20	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61949994e+02
P20	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61211073e+02
P20	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60051605e+02
P20	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58286117e+02
P20	18	26.01.2010	390.0000	+3.21749072e+02	+1.30394757e+00	+4.03632681e-03	+1.40363751e+02	+1.49003924e+02
P20	19	25.02.2010	420.0000	+3.13889723e+02	+1.29756673e+00	+4.11681171e-03	+1.38622284e+02	+1.47193974e+02
P20	20	26.03.2010	449.0000	+3.04895622e+02	+1.29544820e+00	+4.23084905e-03	+1.37347252e+02	+1.45747594e+02
P20	21	26.04.2010	480.0000	+3.09989960e+02	+1.36543043e+00	+4.38544017e-03	+1.35282920e+02	+1.43890524e+02
P20	22	25.05.2010	509.0000	+3.13827694e+02	+1.44068554e+00	+4.56971148e-03	+1.33250440e+02	+1.42039869e+02
P20	23	24.06.2010	539.0000	+3.02873803e+02	+1.45537682e+00	+4.78224539e-03	+1.31741130e+02	+1.40315885e+02
P20	24	25.07.2010	570.0000	+3.22394500e+02	+1.69837957e+00	+5.24041000e-03	+1.28791003e+02	+1.37995889e+02
P20	25	30.07.2010	575.0000	+3.06932364e+02	+1.65006607e+00	+5.34724570e-03	+1.29039303e+02	+1.37850133e+02
P20	26	09.08.2010	585.0000	+3.04552785e+02	+1.71301523e+00	+5.59323054e-03	+1.28510541e+02	+1.37271740e+02
P20	27	23.08.2010	599.0000	+3.07519511e+02	+1.84201934e+00	+5.95426116e-03	+1.27395597e+02	+1.36282040e+02
P20	28	23.09.2010	630.0000	+3.17809717e+02	+2.20481254e+00	+6.88972636e-03	+1.24596351e+02	+1.33897548e+02
P20	29	23.10.2010	660.0000	+3.11519482e+02	+2.48643756e+00	+7.91844168e-03	+1.23367071e+02	+1.32676197e+02
P20	30	21.11.2010	689.0000	+3.13435564e+02	+2.90288598e+00	+9.17651959e-03	+1.22157166e+02	+1.31697672e+02
P20	31	22.12.2010	720.0000	+3.17189546e+02	+3.45780361e+00	+1.07838210e-02	+1.20787648e+02	+1.30634977e+02
P20	32	20.01.2011	749.0000	+3.13658329e+02	+3.97438103e+00	+1.25125055e-02	+1.19939743e+02	+1.29897589e+02
P20	33	20.02.2011	780.0000	+3.18772346e+02	+4.85625450e+00	+1.50056407e-02	+1.18684458e+02	+1.29074948e+02
P20	34	22.03.2011	810.0000	+3.15164580e+02	+6.14421034e+00	+1.91224471e-02	+1.18004281e+02	+1.28586570e+02
P20	35	20.04.2011	839.0000	+3.04363463e+02	+7.64382740e+00	+2.44988744e-02	+1.17926348e+02	+1.28457853e+02
P20	36	21.05.2011	870.0000	+3.12359202e+02	+1.01420881e+01	+3.14482093e-02	+1.17009024e+02	+1.28168772e+02
P20	37	20.06.2011	900.0000	+3.06525549e+02	+1.24030111e+01	+3.88896219e-02	+1.16912412e+02	+1.28283938e+02
P20	38	20.07.2011	930.0000	+3.09399848e+02	+1.54244322e+01	+4.74854655e-02	+1.16375094e+02	+1.28316685e+02
P20	39	20.08.2011	961.0000	+2.94686089e+02	+1.78713410e+01	+5.71777833e-02	+1.16837692e+02	+1.28767247e+02
P20	40	19.09.2011	991.0000	+3.01315629e+02	+2.23082007e+01	+6.89325031e-02	+1.16022935e+02	+1.28800653e+02
P20	41	20.10.2011	1022.0000	+2.93940965e+02	+2.75188752e+01	+8.56059508e-02	+1.15938008e+02	+1.29059470e+02
P20	42	19.11.2011	1052.0000	+2.82795731e+02	+3.27747489e+01	+1.03858729e-01	+1.16185389e+02	+1.29434445e+02
P20	43	20.12.2011	1083.0000	+2.85634850e+02	+4.03040200e+01	+1.23655150e-01	+1.15498226e+02	+1.29513157e+02
P20	44	19.01.2012	1113.0000	+2.77520319e+02	+4.63197512e+01	+1.43032798e-01	+1.15499099e+02	+1.29776350e+02
P20	45	18.02.2012	1143.0000	+2.65959793e+02	+5.14534972e+01	+1.62102530e-01	+1.15842958e+02	+1.30182256e+02
P20	46	20.03.2012	1174.0000	+2.50850621e+02	+5.55614594e+01	+1.81329207e-01	+1.16510912e+02	+1.30704168e+02
P20	47	19.04.2012	1204.0000	+2.52618715e+02	+6.31330249e+01	+1.99945137e-01	+1.15853741e+02	+1.30801126e+02
P20	48	20.05.2012	1235.0000	+2.44037821e+02	+6.84416993e+01	+2.19027792e-01	+1.15971623e+02	+1.31135993e+02
P20	49	19.06.2012	1265.0000	+2.51489387e+02	+7.85850729e+01	+2.38082864e-01	+1.14738468e+02	+1.31044631e+02
P20	50	20.07.2012	1296.0000	+2.24834352e+02	+7.91847781e+01	+2.60459854e-01	+1.16685812e+02	+1.31867435e+02
P20	51	19.08.2012	1326.0000	+2.33390240e+02	+9.12798100e+01	+2.81146382e-01	+1.15499915e+02	+1.31765042e+02
P20	52	18.09.2012	1356.0000	+2.10351052e+02	+9.07472477e+01	+3.01387446e-01	+1.17295558e+02	+1.32535718e+02
P20	53	19.10.2012	1387.0000	+2.16731717e+02	+1.02696103e+02	+3.21500183e-01	+1.16249132e+02	+1.32485567e+02
P20	54	18.11.2012	1417.0000	+2.08121767e+02	+1.07599763e+02	+3.40805908e-01	+1.16703249e+02	+1.32873845e+02
P20	55	19.12.2012	1448.0000	+2.06059220e+02	+1.16351440e+02	+3.60879631e-01	+1.16524134e+02	+1.33065219e+02
P20	56	18.01.2013	1478.0000	+1.97576469e+02	+1.20976851e+02	+3.79769549e-01	+1.17044340e+02	+1.33433027e+02
P20	57	18.02.2013	1509.0000	+1.91281516e+02	+1.26796394e+02	+3.98633133e-01	+1.17352751e+02	+1.33753143e+02
P20	58	20.03.2013	1539.0000	+1.89516317e+02	+1.35266623e+02	+4.16483154e-01	+1.17180371e+02	+1.33941648e+02
P20	59	20.04.2013	1570.0000	+1.83355368e+02	+1.41001452e+02	+4.34710922e-01	+1.17560488e+02	+1.34316803e+02
P20	60	20.05.2013	1600.0000	+1.71110873e+02	+1.41192157e+02	+4.52099862e-01	+1.18726093e+02	+1.34897442e+02
P20	61	19.06.2013	1630.0000	+1.74866477e+02	+1.54242853e+02	+4.68667518e-01	+1.17869575e+02	+1.34898005e+02
P20	62	20.07.2013	1661.0000	+1.65641157e+02	+1.56408573e+02	+4.85665904e-01	+1.18679715e+02	+1.35382466e+02
P20	63	19.08.2013	1691.0000	+1.59944791e+02	+1.60821809e+02	+5.01367066e-01	+1.19113138e+02	+1.35760909e+02
P20	64	19.09.2013	1722.0000	+1.53611239e+02	+1.64328341e+02	+5.16853993e-01	+1.19681161e+02	+1.36184379e+02
P20	65	19.10.2013	1752.0000	+1.45512208e+02	+1.64890772e+02	+5.31215171e-01	+1.20635340e+02	+1.36732494e+02
P20	66	19.11.2013	1783.0000	+1.47596444e+02	+1.77095866e+02	+5.45426735e-01	+1.20060480e+02	+1.36796910e+02
P20	67	19.12.2013	1813.0000	+1.39368674e+02	+1.76651776e+02	+5.58988432e-01	+1.21076714e+02	+1.37314153e+02
P20	68	19.01.2014	1844.0000	+1.36766383e+02	+1.83004877e+02	+5.72299327e-01	+1.21272914e+02	+1.37606305e+02
P20	69	18.02.2014	1874.0000	+1.31906573e+02	+1.85792917e+02	+5.84807100e-01	+1.21817725e+02	+1.37967697e+02
P20	70	20.03.2014	1904.0000	+1.28262805e+02	+1.89737195e+02	+5.96657846e-01	+1.22226754e+02	+1.38310475e+02
P20	71	20.04.2014	1935.0000	+1.25830258e+02	+1.95445142e+02	+6.08341446e-01	+1.22432818e+02	+1.38598011e+02
P20	72	20.05.2014	1965.0000	+1.18265313e+02	+1.92462027e+02	+6.19391996e-01	+1.23588992e+02	+1.39153913e+02
P20	73	20.06.2014	1996.0000	+1.19660211e+02	+2.03896839e+02	+6.30172760e-01	+1.23177707e+02	+1.39249786e+02
P20	74	20.07.2014	2026.0000	+1.08633857e+02	+1.93564723e+02	+6.40521617e-01	+1.25062267e+02	+1.40003370e+02
P20	75	20.08.2014	2057.0000	+1.11188323e+02	+2.06391917e+02	+6.49889039e-01	+1.24535524e+02	+1.40101754e+02
P20	76	19.09.2014	2087.0000	+1.07716919e+02	+2.08101601e+02	+6.58927795e-01	+1.25066943e+02	+1.40456876e+02
P20	77	19.10.2014	2117.0000	+1.04213027e+02	+2.09261833e+02	+6.67555392e-01	+1.25654345e+02	+1.40837882e+02
P20	78	19.11.2014	2148.0000	+1.03919800e+02	+2.16757760e+02	+6.75936789e-01	+1.25638781e+02	+1.41044012e+02
P20	79	19.12.2014	2178.0000	+9.79909134e+01	+2.11927117e+02	+6.83816674e-01	+1.26810908e+02	+1.41605604e+02
P20	80	19.01.2015	2209.0000	+9.76725774e+01	+2.18743783e+02	+6.91316285e-01	+1.26831259e+02	+1.41817270e+02
P20	81	18.02.2015	2239.0000	+9.47955633e+01	+2.19418647e+02	+6.98309114e-01	+1.27431178e+02	+1.42214736e+02
P20	82	21.03.2015	2270.0000	+9.20271146e+01	+2.20107375e+02	+7.05168389e-01	+1.28032202e+02	+1.42619745e+02
P20	83	20.04.2015	2300.0000	+9.41540403e+01	+2.32139400e+02	+7.11443662e-01	+1.27521941e+02	+1.42659265e+02
P20	84	21.05.2015	2331.0000	+8.64533038e+01	+2.20246566e+02	+7.18117573e-01	+1.29206819e+02	+1.43364776e+02
P20	85	20.06.2015	2361.0000	+8.82505894e+01	+2.31296481e+02	+7.23826010e-01	+1.28821497e+02	+1.43460561e+02
P20	86	20.07.2015	2391.0000	+8.85288860e+01	+2.38729684e+02	+7.29483369e-01	+1.28734265e+02	+1.43630861e+02
P20	87	20.08.2015	2422.0000	+8.44924564e+01	+2.34685734e+02	+7.35281235e-01	+1.29653433e+02	+1.44099375e+02
P20	88	19.09.2015	2452.0000	+8.48472060e+01	+2.41962984e+02	+7.40377722e-01	+1.29595569e+02	+1.44279463e+02
P20	89	20.10.2015	2483.0000	+7.87303728e+01	+2.30833087e+02	+7.45672914e-01	+1.31133487e+02	+1.44966710e+02
P20	90	19.11.2015	2513.0000	+7.90768333e+01	+2.37686147e+02	+7.50359612e-01	+1.31081075e+02	+1.45137250e+02
P20	91	20.12.2015	2544.0000	+7.69875101e+01	+2.37384110e+02	+7.55106679e-01	+1.31662898e+02	+1.45526141e+02
P20	92	19.01.2016	2574.0000	+7.82590967e+01	+2.47097833e+02	+7.59466944e-01	+1.31380629e+02	+1.45631456e+02
P20	93	18.02.2016	2604.0000	+7.71445988e+01	+2.49495461e+02	+7.63823829e-01	+1.31696963e+02	+1.45920942e+02
P20	94	20.03.2016	2635.0000	+7.32350589e+01	+2.42798111e+02	+7.68267809e-01	+1.32754410e+02	+1.46444547e+02
P20	95	19.04.2016	2665.0000	+7.32683416e+01	+2.48383888e+02	+7.72212549e-01	+1.32827783e+02	+1.46674105e+02
P20	96	20.05.2016	2696.0000	+7.35696968e+01	+2.55161213e+02	+7.76200854e-01	+1.32791444e+02	+1.46857672e+02
P20	97	19.06.2016	2726.0000	+6.94098176e+01	+2.46249702e+02	+7.80111756e-01	+1.33958613e+02	+1.47406739e+02
P20	98	20.07.2016	2757.0000	+6.65829687e+01	+2.41492251e+02	+7.83874313e-01	+1.34847306e+02	+1.47904282e+02
P20	99	19.08.2016	2787.0000	+6.66477359e+01	+2.46733314e+02	+7.87326847e-01	+1.34892821e+02	+1.48102279e+02
P20	100	18.09.2016	2817.0000	+6.49276015e+01	+2.45381568e+02	+7.90764799e-01	+1.35458958e+02	+1.48476867e+02
P20	101	19.10.2016	2848.0000	+6.26591925e+01	+2.41809908e+02	+7.94201801e-01	+1.36216810e+02	+1.48928009e+02
P20	102	18.11.2016	2878.0000	+6.49756508e+01	+2.55501569e+02	+7.97253450e-01	+1.35681795e+02	+1.48979204e+02
P20	103	19.12.2016	2909.0000	+6.44908232e+01	+2.58760947e+02	+8.00493519e-01	+1.35928360e+02	+1.49274467e+02
P20	104	18.01.2017	2939.0000	+6.13606334e+01	+2.51101397e+02	+8.03622112e-01	+1.36946220e+02	+1.49794238e+02
P20	105	18.02.2017	2970.0000	+6.35576068e+01	+2.64985683e+02	+8.06547238e-01	+1.36403838e+02	+1.49830944e+02
P20	106	20.03.2017	3000.0000	+5.92446719e+01	+2.51923098e+02	+8.09605372e-01	+1.37778493e+02	+1.50455599e+02
P20	107	20.04.2017	3031.0000	+6.08386936e+01	+2.63457706e+02	+8.12397876e-01	+1.37405151e+02	+1.50540496e+02
P20	108	20.05.2017	3061.0000	+5.79937559e+01	+2.55877014e+02	+8.15230466e-01	+1.38392027e+02	+1.51059154e+02
P20	109	19.06.2017	3091.0000	+5.71486701e+01	+2.56634650e+02	+8.17872186e-01	+1.38775554e+02	+1.51382371e+02
P20	110	20.07.2017	3122.0000	+5.89183183e+01	+2.69362622e+02	+8.20524706e-01	+1.38389714e+02	+1.51510665e+02
P20	111	19.08.2017	3152.0000	+5.64127325e+01	+2.62716168e+02	+8.23229007e-01	+1.39379638e+02	+1.52091775e+02
P20	112	19.09.2017	3183.0000	+5.36915483e+01	+2.54693722e+02	+8.25894576e-01	+1.40529529e+02	+1.52767311e+02
P20	113	19.10.2017	3213.0000	+5.57451241e+01	+2.68775466e+02	+8.28223152e-01	+1.40156630e+02	+1.52964781e+02
P20	114	19.11.2017	3244.0000	+5.33479492e+01	+2.61953821e+02	+8.30803521e-01	+1.41167564e+02	+1.53572389e+02
P20	115	19.12.2017	3274.0000	+5.03374510e+01	+2.51442959e+02	+8.33198414e-01	+1.42450788e+02	+1.54285506e+02
P20	116	19.01.2018	3305.0000	+5.06951076e+01	+2.57373752e+02	+8.35442285e-01	+1.42670355e+02	+1.54692779e+02
P20	117	18.02.2018	3335.0000	+5.09848533e+01	+2.62963827e+02	+8.37601313e-01	+1.42866217e+02	+1.55066523e+02
P20	118	20.03.2018	3365.0000	+5.15802112e+01	+2.70286669e+02	+8.39746757e-01	+1.42978077e+02	+1.55434175e+02
P20	119	20.04.2018	3396.0000	+5.19409856e+01	+2.76732684e+02	+8.41967914e-01	+1.43220682e+02	+1.55887616e+02
P20	120	20.05.2018	3426.0000	+4.98881613e+01	+2.70224949e+02	+8.44154583e-01	+1.44319245e+02	+1.56617853e+02
P20	121	20.06.2018	3457.0000	+4.85876441e+01	+2.67502766e+02	+8.46285611e-01	+1.45221719e+02	+1.57320081e+02
P20	122	20.07.2018	3487.0000	+4.78663652e+01	+2.67638925e+02	+8.48286648e-01	+1.45920266e+02	+1.57952523e+02
P20	123	20.08.2018	3518.0000	+4.79064234e+01	+2.72084257e+02	+8.50288067e-01	+1.46374060e+02	+1.58528340e+02
P20	124	19.09.2018	3548.0000	+4.76284699e+01	+2.74629550e+02	+8.52203927e-01	+1.46908215e+02	+1.59104264e+02
P20	125	19.10.2018	3578.0000	+4.57392447e+01	+2.67819885e+02	+8.54128806e-01	+1.48040671e+02	+1.59873236e+02
P20	126	19.11.2018	3609.0000	+4.49424192e+01	+2.67153911e+02	+8.55998245e-01	+1.48802158e+02	+1.60537444e+02
P20	127	19.12.2018	3639.0000	+4.54691443e+01	+2.74069976e+02	+8.57703982e-01	+1.49057182e+02	+1.61022059e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
P3	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60281930e+02
P3	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60281930e+02
P3	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60281930e+02
P3	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60281930e+02
P3	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60281930e+02
P3	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60281930e+02
P3	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60281930e+02
P3	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60281930e+02
P3	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60269496e+02
P3	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60180973e+02
P3	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60020602e+02
P3	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59515173e+02
P3	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58265904e+02
P3	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56347842e+02
P3	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54579281e+02
P3	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52892679e+02
P3	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51112428e+02
P3	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49080958e+02
P3	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47098005e+02
P3	21	26.04.2010	480.0000	+3.15037466e+02	+5.44244582e-02	+1.72725671e-04	+1.31625730e+02	+1.38975979e+02
P3	22	25.05.2010	509.0000	+3.24832754e+02	+5.67162303e-02	+1.74570848e-04	+1.28315210e+02	+1.35904775e+02
P3	23	24.06.2010	539.0000	+3.20357133e+02	+5.64871471e-02	+1.76294463e-04	+1.25645572e+02	+1.33138940e+02
P3	24	25.07.2010	570.0000	+3.26500839e+02	+5.81312839e-02	+1.78011597e-04	+1.22817858e+02	+1.30463074e+02
P3	25	30.07.2010	575.0000	+3.23405491e+02	+5.77489970e-02	+1.78533415e-04	+1.22219020e+02	+1.29789999e+02
P3	26	09.08.2010	585.0000	+3.07441310e+02	+5.51503046e-02	+1.79352649e-04	+1.21412525e+02	+1.28612882e+02
P3	27	23.08.2010	599.0000	+3.22366773e+02	+5.81972411e-02	+1.80498555e-04	+1.19434952e+02	+1.26989937e+02
P3	28	23.09.2010	630.0000	+3.14398478e+02	+5.74121664e-02	+1.82576216e-04	+1.16652474e+02	+1.24030016e+02
P3	29	23.10.2010	660.0000	+3.23627729e+02	+5.97009510e-02	+1.84440128e-04	+1.13826252e+02	+1.21428684e+02
P3	30	21.11.2010	689.0000	+3.11866611e+02	+5.79992068e-02	+1.85939823e-04	+1.12060752e+02	+1.19393414e+02
P3	31	22.12.2010	720.0000	+3.22761970e+02	+6.04999010e-02	+1.87409201e-04	+1.09840869e+02	+1.17436168e+02
P3	32	20.01.2011	749.0000	+3.09501917e+02	+5.83634235e-02	+1.88536538e-04	+1.08725084e+02	+1.16013146e+02
P3	33	20.02.2011	780.0000	+3.18998444e+02	+6.04958610e-02	+1.89607165e-04	+1.07169017e+02	+1.14685346e+02
P3	34	22.03.2011	810.0000	+3.21083850e+02	+6.11699742e-02	+1.90474615e-04	+1.06095768e+02	+1.13665100e+02
P3	35	20.04.2011	839.0000	+3.16270030e+02	+6.04700382e-02	+1.91160948e-04	+1.05463036e+02	+1.12921797e+02
P3	36	21.05.2011	870.0000	+3.06819099e+02	+5.88507780e-02	+1.91772586e-04	+1.05099304e+02	+1.12337467e+02
P3	37	20.06.2011	900.0000	+3.22210358e+02	+6.19722793e-02	+1.92297860e-04	+1.04246053e+02	+1.11849479e+02
P3	38	20.07.2011	930.0000	+3.17563556e+02	+6.12041985e-02	+1.92693411e-04	+1.04094805e+02	+1.11590233e+02
P3	39	20.08.2011	961.0000	+3.23451661e+02	+6.24594911e-02	+1.93065734e-04	+1.03763719e+02	+1.11399403e+02
P3	40	19.09.2011	991.0000	+3.20020994e+02	+6.19055978e-02	+1.93404889e-04	+1.03734426e+02	+1.11290083e+02
P3	41	20.10.2011	1022.0000	+3.15731919e+02	+6.11605852e-02	+1.93672975e-04	+1.03856943e+02	+1.11312115e+02
P3	42	19.11.2011	1052.0000	+3.18741117e+02	+6.18330196e-02	+1.93953725e-04	+1.03799928e+02	+1.11326663e+02
P3	43	20.12.2011	1083.0000	+3.17329382e+02	+6.16484311e-02	+1.94234951e-04	+1.03896396e+02	+1.11390333e+02
P3	44	19.01.2012	1113.0000	+3.14464678e+02	+6.11715215e-02	+1.94488057e-04	+1.04077515e+02	+1.11504216e+02
P3	45	18.02.2012	1143.0000	+3.11778034e+02	+6.07159311e-02	+1.94702971e-04	+1.04323832e+02	+1.11687370e+02
P3	46	20.03.2012	1174.0000	+3.24206155e+02	+6.32145760e-02	+1.94944641e-04	+1.04202341e+02	+1.11859709e+02
P3	47	19.04.2012	1204.0000	+3.26159807e+02	+6.36725165e-02	+1.95180667e-04	+1.04356585e+02	+1.12060351e+02
P3	48	20.05.2012	1235.0000	+3.15710698e+02	+6.17123512e-02	+1.95433006e-04	+1.04841872e+02	+1.12298921e+02
P3	49	19.06.2012	1265.0000	+3.19959850e+02	+6.26299543e-02	+1.95704859e-04	+1.04933483e+02	+1.12491069e+02
P3	50	20.07.2012	1296.0000	+3.12480282e+02	+6.12481400e-02	+1.95968005e-04	+1.05377844e+02	+1.12758932e+02
P3	51	19.08.2012	1326.0000	+3.19247503e+02	+6.26572606e-02	+1.96226956e-04	+1.05457851e+02	+1.12998934e+02
P3	52	18.09.2012	1356.0000	+3.22821024e+02	+6.34558397e-02	+1.96527996e-04	+1.05585782e+02	+1.13211465e+02
P3	53	19.10.2012	1387.0000	+3.15495653e+02	+6.21066556e-02	+1.96815491e-04	+1.06050179e+02	+1.13503042e+02
P3	54	18.11.2012	1417.0000	+3.13681736e+02	+6.18335186e-02	+1.97082983e-04	+1.06388137e+02	+1.13798238e+02
P3	55	19.12.2012	1448.0000	+3.21812875e+02	+6.35450534e-02	+1.97420654e-04	+1.06437799e+02	+1.14040167e+02
P3	56	18.01.2013	1478.0000	+3.13921565e+02	+6.20948190e-02	+1.97764492e-04	+1.06871411e+02	+1.14287558e+02
P3	57	18.02.2013	1509.0000	+3.13617816e+02	+6.21536124e-02	+1.98143389e-04	+1.07106993e+02	+1.14516226e+02
P3	58	20.03.2013	1539.0000	+3.28460572e+02	+6.52276174e-02	+1.98546408e-04	+1.06930657e+02	+1.14691071e+02
P3	59	20.04.2013	1570.0000	+3.29080435e+02	+6.54653400e-02	+1.98894594e-04	+1.07230129e+02	+1.15005720e+02
P3	60	20.05.2013	1600.0000	+3.19629663e+02	+6.36866780e-02	+1.99211770e-04	+1.07808977e+02	+1.15361388e+02
P3	61	19.06.2013	1630.0000	+3.09415842e+02	+6.17584789e-02	+1.99557186e-04	+1.08386731e+02	+1.15697769e+02
P3	62	20.07.2013	1661.0000	+3.12049833e+02	+6.23969614e-02	+1.99918348e-04	+1.08660555e+02	+1.16033996e+02
P3	63	19.08.2013	1691.0000	+3.19349491e+02	+6.40188213e-02	+2.00426154e-04	+1.08663319e+02	+1.16209432e+02
P3	64	19.09.2013	1722.0000	+3.13802966e+02	+6.30340409e-02	+2.00831058e-04	+1.09157925e+02	+1.16573441e+02
P3	65	19.10.2013	1752.0000	+3.21000885e+02	+6.46350571e-02	+2.01314227e-04	+1.09242075e+02	+1.16827890e+02
P3	66	19.11.2013	1783.0000	+3.17592459e+02	+6.41010341e-02	+2.01793516e-04	+1.09635053e+02	+1.17140689e+02
P3	67	19.12.2013	1813.0000	+3.18344227e+02	+6.44029996e-02	+2.02265245e-04	+1.09920477e+02	+1.17444185e+02
P3	68	19.01.2014	1844.0000	+3.16697164e+02	+6.42259310e-02	+2.02758079e-04	+1.10280909e+02	+1.17765993e+02
P3	69	18.02.2014	1874.0000	+3.21680497e+02	+6.55426083e-02	+2.03709137e-04	+1.10359992e+02	+1.17963194e+02
P3	70	20.03.2014	1904.0000	+3.19907708e+02	+6.54815179e-02	+2.04646889e-04	+1.10681624e+02	+1.18243534e+02
P3	71	20.04.2014	1935.0000	+3.07234572e+02	+6.31378991e-02	+2.05461665e-04	+1.11446088e+02	+1.18708773e+02
P3	72	20.05.2014	1965.0000	+3.18614731e+02	+6.57889130e-02	+2.06441589e-04	+1.11394889e+02	+1.18926720e+02
P3	73	20.06.2014	1996.0000	+3.16835611e+02	+6.56990362e-02	+2.07317023e-04	+1.11819444e+02	+1.19309829e+02
P3	74	20.07.2014	2026.0000	+3.18684087e+02	+6.63927194e-02	+2.08290571e-04	+1.12015917e+02	+1.19550304e+02
P3	75	20.08.2014	2057.0000	+3.07913810e+02	+6.44203682e-02	+2.09171824e-04	+1.12669681e+02	+1.19949931e+02
P3	76	19.09.2014	2087.0000	+3.22635402e+02	+6.78181257e-02	+2.10156334e-04	+1.12534688e+02	+1.20163437e+02
P3	77	19.10.2014	2117.0000	+3.21942009e+02	+6.79705693e-02	+2.11082182e-04	+1.12854261e+02	+1.20467367e+02
P3	78	19.11.2014	2148.0000	+3.23432809e+02	+6.85906913e-02	+2.12025949e-04	+1.13157005e+02	+1.20805980e+02
P3	79	19.12.2014	2178.0000	+3.13832559e+02	+6.68305568e-02	+2.12904386e-04	+1.13762043e+02	+1.21184353e+02
